emp_no,first_name,last_name,dept_name,title,from_date,to_date,salary
449887,Elzbieta,Lorcy,Production,Senior Engineer,1994-05-15,9999-01-01,66846
475054,Dipankar,Buescher,Development,Senior Engineer,1994-05-15,9999-01-01,59913
485436,Boguslaw,Ginesta,Finance,Senior Staff,1994-05-15,9999-01-01,63692
41184,Nikolaus,Ranze,Production,Senior Engineer,1994-05-14,9999-01-01,55776
72497,Kwangjo,McAlpine,Production,Senior Engineer,1994-05-14,9999-01-01,40000
107134,Oscar,Rosti,Quality Management,Senior Engineer,1994-05-14,9999-01-01,40000
108325,Sudharsan,Puppo,Production,Senior Engineer,1994-05-14,9999-01-01,47639
412547,Ulises,Facello,Production,Senior Engineer,1994-05-14,9999-01-01,81594
441371,Vidya,Leppanen,Sales,Senior Staff,1994-05-14,9999-01-01,88673
451870,Parviz,Improta,Customer Service,Senior Staff,1994-05-14,9999-01-01,73887
456440,Kersti,Stassinopoulos,Development,Senior Engineer,1994-05-14,9999-01-01,40000
52727,Steve,Facello,Marketing,Senior Staff,1994-05-13,9999-01-01,49070
97643,Sigeru,Nannarelli,Production,Senior Engineer,1994-05-13,9999-01-01,55745
103869,Shaunak,Pollock,Marketing,Senior Staff,1994-05-13,9999-01-01,40000
223491,Diederik,Snyers,Production,Senior Engineer,1994-05-13,9999-01-01,40000
229701,Xinglin,Nollmann,Quality Management,Senior Engineer,1994-05-13,9999-01-01,45356
265948,Weiru,Budinsky,Sales,Staff,1994-05-13,9999-01-01,71092
410106,Ger,Mungall,Sales,Senior Staff,1994-05-13,9999-01-01,52672
432683,Gina,Nishimukai,Development,Engineer,1994-05-13,9999-01-01,40000
436344,Manibrata,Anily,Production,Senior Staff,1994-05-13,9999-01-01,54917
485946,Pranay,Munch,Marketing,Senior Staff,1994-05-13,9999-01-01,70226
10969,Premal,Noriega,Development,Senior Engineer,1994-05-12,9999-01-01,40000
37075,Kwangjo,Zockler,Development,Senior Engineer,1994-05-12,9999-01-01,41657
52001,Irene,Varman,Production,Senior Engineer,1994-05-12,9999-01-01,40000
73466,Tzu,Guerreiro,Quality Management,Senior Engineer,1994-05-12,9999-01-01,46274
206053,Tsuneo,Alblas,Sales,Senior Staff,1994-05-12,9999-01-01,74187
402394,Jeanne,Kossowski,Customer Service,Senior Staff,1994-05-12,9999-01-01,40000
409620,Pascal,Auyong,Marketing,Senior Staff,1994-05-12,9999-01-01,43575
463431,Lalit,Samarati,Sales,Senior Staff,1994-05-12,9999-01-01,48596
483251,Bedir,Maquelin,Production,Senior Engineer,1994-05-12,9999-01-01,40000
19027,Ferdinand,Nanard,Production,Senior Engineer,1994-05-11,9999-01-01,46182
27905,Monique,Barinka,Development,Engineer,1994-05-11,9999-01-01,40000
234031,Xudong,Hitomi,Sales,Senior Staff,1994-05-11,9999-01-01,70814
236259,Baruch,Mondadori,Sales,Senior Staff,1994-05-11,9999-01-01,79189
272685,Emdad,Trachtenberg,Sales,Senior Staff,1994-05-11,9999-01-01,97175
274066,Navin,Aloisi,Human Resources,Senior Staff,1994-05-11,9999-01-01,65483
472985,Khun,Lieblein,Production,Senior Engineer,1994-05-11,9999-01-01,43142
85111,Sastry,Kavraki,Sales,Senior Staff,1994-05-10,9999-01-01,92172
85641,Breannda,Buescher,Sales,Senior Staff,1994-05-10,9999-01-01,87504
99369,Marke,Krohn,Research,Senior Staff,1994-05-10,9999-01-01,53308
203268,Uno,Poujol,Sales,Senior Staff,1994-05-10,9999-01-01,77285
297542,Vatsa,Rodite,Research,Senior Staff,1994-05-10,9999-01-01,42231
411848,Kenroku,Cunliffe,Finance,Senior Staff,1994-05-10,9999-01-01,46001
499580,Karsten,Perri,Development,Senior Engineer,1994-05-10,9999-01-01,57132
44454,Toshimo,Besancenot,Customer Service,Senior Staff,1994-05-09,9999-01-01,79113
61006,Garnik,Schonegge,Quality Management,Senior Engineer,1994-05-09,9999-01-01,56458
211897,Perry,Lalonde,Quality Management,Senior Engineer,1994-05-09,9999-01-01,55016
223559,Claude,Bresenham,Research,Senior Staff,1994-05-09,9999-01-01,46132
224356,Giri,Tischendorf,Sales,Senior Staff,1994-05-09,9999-01-01,58048
267132,Subir,Gire,Development,Engineer,1994-05-09,9999-01-01,53289
298916,Dante,Waschkowski,Production,Senior Engineer,1994-05-09,9999-01-01,41933
458297,Youssef,Ranst,Production,Senior Staff,1994-05-09,9999-01-01,40000
460987,Visit,Smeets,Finance,Senior Staff,1994-05-09,9999-01-01,67434
45251,Billur,Brandsma,Finance,Senior Staff,1994-05-08,9999-01-01,80647
51646,Maren,Hellwagner,Production,Senior Engineer,1994-05-08,9999-01-01,40000
55273,Chiranjit,Zockler,Marketing,Senior Staff,1994-05-08,9999-01-01,75143
106132,Yinlin,Schapiro,Development,Senior Engineer,1994-05-08,9999-01-01,45501
212178,Alagu,Lodder,Sales,Senior Staff,1994-05-08,9999-01-01,60800
243636,Tamiya,Sudkamp,Production,Senior Engineer,1994-05-08,9999-01-01,40000
409726,Kyoichi,Makrucki,Development,Senior Engineer,1994-05-08,9999-01-01,40000
446888,Ishfaq,Iisaku,Production,Senior Staff,1994-05-08,9999-01-01,53533
450147,Yongdong,Farris,Human Resources,Senior Staff,1994-05-08,9999-01-01,40000
463936,Giri,Schlenzig,Finance,Senior Staff,1994-05-08,9999-01-01,76945
57342,Arnd,Krychniak,Production,Technique Leader,1994-05-07,9999-01-01,64880
60795,Mart,Huttel,Marketing,Senior Staff,1994-05-07,9999-01-01,59374
202119,Adib,Passino,Marketing,Senior Staff,1994-05-07,9999-01-01,57403
221166,Jaana,Isaac,Development,Senior Engineer,1994-05-07,9999-01-01,69469
255007,Vesna,Radhakrishnan,Development,Senior Engineer,1994-05-07,9999-01-01,40000
255059,Tse,Kawashima,Research,Engineer,1994-05-07,9999-01-01,40000
261517,Caolyn,Orsini,Research,Senior Staff,1994-05-07,9999-01-01,40000
262047,Aksel,Thibadeau,Development,Senior Engineer,1994-05-07,9999-01-01,67633
277804,Chikara,Kolvik,Development,Senior Engineer,1994-05-07,9999-01-01,54741
454248,Wuxu,Gornas,Marketing,Senior Staff,1994-05-07,9999-01-01,54128
473605,Nectarios,Monarch,Development,Senior Engineer,1994-05-07,9999-01-01,57686
474290,Fei,Zhiwei,Customer Service,Senior Staff,1994-05-07,9999-01-01,46804
42223,Salvador,Vidal,Production,Senior Engineer,1994-05-06,9999-01-01,43758
65551,Zhenhua,Nittel,Research,Senior Staff,1994-05-06,9999-01-01,40000
92263,Takahiro,Spataro,Customer Service,Senior Staff,1994-05-06,9999-01-01,42132
106447,Tadanori,Herber,Sales,Senior Staff,1994-05-06,9999-01-01,49865
268661,Mohammad,Zaccaria,Customer Service,Senior Staff,1994-05-06,9999-01-01,78913
433293,Emran,Mansanne,Production,Senior Engineer,1994-05-06,9999-01-01,64774
438397,Masanao,Schaap,Human Resources,Senior Staff,1994-05-06,9999-01-01,40000
444274,Bokyung,Uludag,Sales,Senior Staff,1994-05-06,9999-01-01,69819
449141,Yuqun,Szmurlo,Development,Senior Engineer,1994-05-06,9999-01-01,40000
488726,Kousuke,Welham,Research,Senior Staff,1994-05-06,9999-01-01,53794
16138,Leucio,Krzyzanowski,Marketing,Senior Staff,1994-05-05,9999-01-01,67593
23533,Shimshon,Heemskerk,Production,Senior Engineer,1994-05-05,9999-01-01,51814
46392,Emdad,Zykh,Research,Senior Staff,1994-05-05,9999-01-01,60793
65669,Rafail,Muhlberg,Quality Management,Engineer,1994-05-05,9999-01-01,51364
90189,Tzu,Bernardeschi,Quality Management,Senior Engineer,1994-05-05,9999-01-01,44109
201306,Mani,Landherr,Sales,Senior Staff,1994-05-05,9999-01-01,53219
203953,Lucian,Pokrovskii,Sales,Senior Staff,1994-05-05,9999-01-01,72418
253445,Deniz,Maliniak,Production,Senior Engineer,1994-05-05,9999-01-01,40000
277095,Atilio,Kaelbling,Production,Senior Engineer,1994-05-05,9999-01-01,66742
277661,Hilari,Bednarek,Development,Senior Engineer,1994-05-05,9999-01-01,65535
281116,Kazuhira,Syrotiuk,Production,Senior Engineer,1994-05-05,9999-01-01,40518
432783,Ingmar,Morrow,Production,Senior Engineer,1994-05-05,9999-01-01,40000
452569,Perla,Oxman,Finance,Senior Staff,1994-05-05,9999-01-01,48584
468650,Alexius,Huttel,Production,Senior Engineer,1994-05-05,9999-01-01,52093
30372,Xiadong,Maccarone,Customer Service,Staff,1994-05-04,9999-01-01,41315
59602,Toshimo,Stamatiou,Production,Senior Engineer,1994-05-04,9999-01-01,40000
61593,Masaru,Cochrane,Development,Senior Engineer,1994-05-04,9999-01-01,40000
214876,Shuho,Domenig,Research,Senior Staff,1994-05-04,9999-01-01,40000
215499,Boriana,Cherinka,Development,Senior Engineer,1994-05-04,9999-01-01,44326
216703,Visit,Zolotykh,Development,Senior Engineer,1994-05-04,9999-01-01,61810
230348,Yongmao,Awdeh,Marketing,Senior Staff,1994-05-04,9999-01-01,46678
276314,Evgueni,Demke,Development,Senior Engineer,1994-05-04,9999-01-01,66611
279553,Elzbieta,Brlek,Sales,Senior Staff,1994-05-04,9999-01-01,40038
290454,Gadiel,Malinowski,Research,Senior Staff,1994-05-04,9999-01-01,40000
446071,Rasiah,Danner,Sales,Senior Staff,1994-05-04,9999-01-01,68423
446802,Parviz,Rosis,Production,Senior Engineer,1994-05-04,9999-01-01,45449
451635,Bangqing,Pehl,Customer Service,Staff,1994-05-04,9999-01-01,40000
458963,Mayuri,Krider,Research,Engineer,1994-05-04,9999-01-01,40000
33008,Keiichiro,Birnbaum,Sales,Senior Staff,1994-05-03,9999-01-01,96870
51081,Masadi,Blokdijk,Marketing,Senior Staff,1994-05-03,9999-01-01,59698
71644,Bogdan,Azuma,Development,Senior Staff,1994-05-03,9999-01-01,40000
77601,Frederique,Toyoshima,Research,Senior Staff,1994-05-03,9999-01-01,47218
78979,Gurbir,Wolniewicz,Production,Senior Engineer,1994-05-03,9999-01-01,40000
105662,Jinpo,Hoogerwoord,Sales,Senior Staff,1994-05-03,9999-01-01,45070
227465,Bartek,Ducloy,Sales,Senior Staff,1994-05-03,9999-01-01,55596
410706,Dhritiman,Dymetman,Development,Senior Engineer,1994-05-03,9999-01-01,50258
469439,Manibrata,Erva,Research,Staff,1994-05-03,9999-01-01,64244
42202,Hyuckchul,Ginesta,Production,Senior Engineer,1994-05-02,9999-01-01,69151
84600,Sham,Chachaty,Development,Senior Engineer,1994-05-02,9999-01-01,43022
95393,Udaiprakash,Magliocco,Development,Engineer,1994-05-02,9999-01-01,40000
216423,Boaz,Lorcy,Production,Senior Engineer,1994-05-02,9999-01-01,40000
216734,Yakkov,Swist,Production,Senior Engineer,1994-05-02,9999-01-01,40000
240146,Joydip,Orlowski,Quality Management,Senior Engineer,1994-05-02,9999-01-01,40000
244094,Giordano,Ponthieu,Customer Service,Senior Staff,1994-05-02,9999-01-01,44544
278479,Goa,Simmen,Production,Engineer,1994-05-02,9999-01-01,40000
451257,Foong,Muniz,Quality Management,Assistant Engineer,1994-05-02,9999-01-01,54215
25302,Susanna,Minakawa,Development,Technique Leader,1994-05-01,9999-01-01,40162
79041,Pranav,Barvinok,Human Resources,Staff,1994-05-01,9999-01-01,42636
96324,Alejandro,Bharadwaj,Research,Senior Engineer,1994-05-01,9999-01-01,58158
104130,Kazuhira,Rodiger,Development,Senior Engineer,1994-05-01,9999-01-01,40000
232727,Sastry,Jonsson,Development,Senior Engineer,1994-05-01,9999-01-01,64543
243244,Sarita,Mitzlaff,Production,Senior Engineer,1994-05-01,9999-01-01,40000
248012,Shirish,Menhoudj,Development,Senior Engineer,1994-05-01,9999-01-01,40000
286503,Sigeru,Kaelbling,Finance,Senior Staff,1994-05-01,9999-01-01,40000
297515,Florina,Erni,Development,Senior Engineer,1994-05-01,9999-01-01,65817
298844,Vojin,Morrin,Production,Senior Engineer,1994-05-01,9999-01-01,40000
458571,Siamak,Gargeya,Research,Senior Staff,1994-05-01,9999-01-01,54568
475016,Takahira,Douceur,Development,Senior Engineer,1994-05-01,9999-01-01,40584
476456,Remko,Rodiger,Sales,Senior Staff,1994-05-01,9999-01-01,79125
481983,Odysseas,Servieres,Production,Senior Engineer,1994-05-01,9999-01-01,40422
499003,Yinghua,Markovitch,Production,Technique Leader,1994-05-01,9999-01-01,62995
28079,Rimon,Salvesen,Research,Senior Engineer,1994-04-30,9999-01-01,45156
35830,Magy,McFarlan,Development,Senior Engineer,1994-04-30,9999-01-01,40000
40829,Jianhui,Mitzlaff,Sales,Senior Staff,1994-04-30,9999-01-01,58904
57508,Muneo,Rousseau,Sales,Senior Staff,1994-04-30,9999-01-01,51043
60695,Masanao,Papadias,Human Resources,Senior Staff,1994-04-30,9999-01-01,40000
85633,Salvador,Snedden,Marketing,Senior Staff,1994-04-30,9999-01-01,64754
234566,Moti,Assaf,Production,Senior Engineer,1994-04-30,9999-01-01,40000
248374,Dipankar,Speckmann,Development,Senior Engineer,1994-04-30,9999-01-01,51583
417450,Aimee,Shinomoto,Human Resources,Senior Staff,1994-04-30,9999-01-01,40000
21639,Caolyn,Domenig,Development,Senior Engineer,1994-04-29,9999-01-01,44814
225992,Sverrir,Zedlitz,Sales,Senior Staff,1994-04-29,9999-01-01,58236
280541,Holgard,Rotem,Research,Senior Staff,1994-04-29,9999-01-01,51987
297656,Boaz,Tchuente,Marketing,Senior Staff,1994-04-29,9999-01-01,61464
297980,Danai,Angiulli,Development,Senior Engineer,1994-04-29,9999-01-01,40000
402115,Izaskun,Rijckaert,Customer Service,Senior Staff,1994-04-29,9999-01-01,74000
451799,Aiman,Anick,Quality Management,Senior Engineer,1994-04-29,9999-01-01,52888
472939,Naraig,Dalton,Sales,Senior Staff,1994-04-29,9999-01-01,71145
497092,Bodo,Linares,Production,Senior Engineer,1994-04-29,9999-01-01,40000
76727,Valeri,Dusink,Development,Senior Engineer,1994-04-28,9999-01-01,56046
90914,Danel,Mandell,Development,Senior Engineer,1994-04-28,9999-01-01,47610
100634,Halsur,Yurek,Production,Senior Engineer,1994-04-28,9999-01-01,43597
214445,Shaw,Decleir,Development,Engineer,1994-04-28,9999-01-01,40000
407499,Suebskul,Schapire,Development,Senior Engineer,1994-04-28,9999-01-01,52185
428080,Moon,Nilsson,Marketing,Senior Staff,1994-04-28,9999-01-01,68194
253917,Sachin,Gaughan,Development,Senior Engineer,1994-04-27,9999-01-01,41199
297968,Bedrich,Schauser,Development,Senior Engineer,1994-04-27,9999-01-01,40000
453448,Nahum,Coorg,Human Resources,Senior Staff,1994-04-27,9999-01-01,51914
475707,Randy,Kaltofen,Development,Senior Engineer,1994-04-27,9999-01-01,41645
15600,Mack,Perna,Production,Senior Engineer,1994-04-26,9999-01-01,40000
16799,Shigeichiro,Bamford,Development,Senior Engineer,1994-04-26,9999-01-01,54405
42268,Claude,Danner,Development,Senior Engineer,1994-04-26,9999-01-01,46187
43820,Keung,Botman,Human Resources,Staff,1994-04-26,9999-01-01,40000
70105,Van,Hardjono,Production,Senior Engineer,1994-04-26,9999-01-01,40000
200768,Minghong,Schmittgen,Sales,Senior Staff,1994-04-26,9999-01-01,64946
200985,Shichao,Gecseg,Customer Service,Senior Staff,1994-04-26,9999-01-01,76045
208473,Toshimitsu,Msuda,Development,Senior Engineer,1994-04-26,9999-01-01,67354
226601,Faiza,Strehl,Production,Senior Engineer,1994-04-26,9999-01-01,57186
250026,Sigeru,Cooke,Development,Senior Engineer,1994-04-26,9999-01-01,40789
260541,Ute,Scharstein,Sales,Senior Staff,1994-04-26,9999-01-01,75064
271545,Temple,Negoita,Sales,Senior Staff,1994-04-26,9999-01-01,79212
287986,Conrado,Fortenbacher,Production,Senior Engineer,1994-04-26,9999-01-01,40000
424090,Inderjeet,Holburn,Sales,Staff,1994-04-26,9999-01-01,49218
427138,Bernd,Vidya,Sales,Senior Staff,1994-04-26,9999-01-01,67909
452666,Danai,Percebois,Marketing,Senior Staff,1994-04-26,9999-01-01,50070
466082,Alejandra,Sooriamurthi,Human Resources,Senior Staff,1994-04-26,9999-01-01,44033
492771,Odoardo,Aamodt,Production,Senior Engineer,1994-04-26,9999-01-01,60093
496265,Aran,Emden,Sales,Senior Staff,1994-04-26,9999-01-01,58861
16719,Sasan,Benantar,Human Resources,Senior Staff,1994-04-25,9999-01-01,40000
26999,Snehasis,Worfolk,Production,Senior Engineer,1994-04-25,9999-01-01,40000
27511,Jiann,Perelgut,Development,Senior Engineer,1994-04-25,9999-01-01,56672
261385,Roddy,Angel,Production,Senior Engineer,1994-04-25,9999-01-01,57141
410098,Duke,Baek,Customer Service,Staff,1994-04-25,9999-01-01,40000
440956,Herbert,Wossner,Customer Service,Staff,1994-04-25,9999-01-01,41359
456553,Aram,Gulla,Sales,Senior Staff,1994-04-25,9999-01-01,61704
466531,Sachar,Rindone,Production,Assistant Engineer,1994-04-25,9999-01-01,40000
31702,Florian,Isard,Sales,Senior Staff,1994-04-24,9999-01-01,59652
32180,Abdelaziz,Hofman,Finance,Senior Staff,1994-04-24,9999-01-01,58455
36131,Theron,Badache,Production,Senior Engineer,1994-04-24,9999-01-01,46336
36859,Lalit,Delgrande,Development,Senior Engineer,1994-04-24,9999-01-01,40000
215233,Constantijn,Schiettecatte,Research,Senior Staff,1994-04-24,9999-01-01,40000
217070,Aksel,Gargeya,Sales,Senior Staff,1994-04-24,9999-01-01,58281
225170,Kersti,Waschkowski,Quality Management,Senior Engineer,1994-04-24,9999-01-01,64474
256163,Lakshmi,Mamelak,Research,Senior Staff,1994-04-24,9999-01-01,40000
276541,Pranav,Krohm,Production,Senior Engineer,1994-04-24,9999-01-01,40000
280949,Make,Setiz,Production,Senior Engineer,1994-04-24,9999-01-01,59700
427140,Jaideep,Jeong,Human Resources,Senior Staff,1994-04-24,9999-01-01,40000
49279,Jovan,Docker,Research,Senior Staff,1994-04-23,9999-01-01,40000
98495,Duke,Showalter,Human Resources,Senior Staff,1994-04-23,9999-01-01,44909
247458,Minghong,Monkewich,Customer Service,Staff,1994-04-23,9999-01-01,40000
268492,Marie,Flowers,Production,Technique Leader,1994-04-23,9999-01-01,43829
277566,Jinya,Kumaresan,Research,Senior Staff,1994-04-23,9999-01-01,41741
283337,True,Bernatsky,Development,Senior Engineer,1994-04-23,9999-01-01,62713
286319,Baziley,Quaggetto,Quality Management,Assistant Engineer,1994-04-23,9999-01-01,43514
299111,Anoosh,Highland,Production,Senior Engineer,1994-04-23,9999-01-01,40000
440704,Shigehiro,Bernatsky,Production,Senior Staff,1994-04-23,9999-01-01,40000
485369,Hyuckchul,Schonegge,Marketing,Senior Staff,1994-04-23,9999-01-01,76410
19723,Xuejun,Magalhaes,Sales,Senior Staff,1994-04-22,9999-01-01,54056
31423,Otilia,Ranta,Development,Senior Engineer,1994-04-22,9999-01-01,40000
34947,Mario,Perfilyeva,Research,Senior Staff,1994-04-22,9999-01-01,85470
45537,Ottavia,Wissmann,Development,Senior Engineer,1994-04-22,9999-01-01,49858
265237,Jiafu,Kavraki,Production,Senior Engineer,1994-04-22,9999-01-01,40000
469894,Fumiyo,Pargas,Development,Senior Engineer,1994-04-22,9999-01-01,90459
44891,Cheong,Zaumen,Development,Senior Engineer,1994-04-21,9999-01-01,51220
67526,Shay,Roisin,Production,Senior Engineer,1994-04-21,9999-01-01,44569
94270,Serge,Heuser,Development,Senior Staff,1994-04-21,9999-01-01,47324
103178,Tetsurou,Argence,Development,Senior Engineer,1994-04-21,9999-01-01,60955
206530,Xuedong,Roison,Research,Senior Staff,1994-04-21,9999-01-01,40819
235377,Guther,Kusalik,Sales,Senior Staff,1994-04-21,9999-01-01,83863
246383,Mart,Radivojevic,Human Resources,Senior Staff,1994-04-21,9999-01-01,40000
433925,Hausi,Varley,Production,Senior Engineer,1994-04-21,9999-01-01,56115
456562,Sanjai,Brodie,Customer Service,Senior Staff,1994-04-21,9999-01-01,40000
457853,Adib,Morrey,Production,Senior Engineer,1994-04-21,9999-01-01,45544
477485,Kwangjo,Schnelling,Development,Senior Engineer,1994-04-21,9999-01-01,69886
483660,Chinho,Kaiserswerth,Development,Senior Engineer,1994-04-21,9999-01-01,62458
14993,Sanjay,Koblitz,Development,Senior Engineer,1994-04-20,9999-01-01,45407
26747,Macha,McDermid,Production,Technique Leader,1994-04-20,9999-01-01,40699
44716,Georgy,Haddadi,Development,Senior Engineer,1994-04-20,9999-01-01,71224
75695,Patricia,Speek,Production,Senior Engineer,1994-04-20,9999-01-01,40000
105202,Susumu,Jording,Development,Senior Staff,1994-04-20,9999-01-01,48818
217888,Parke,Speer,Research,Senior Staff,1994-04-20,9999-01-01,52292
238813,Shaz,Marsiglia,Development,Senior Engineer,1994-04-20,9999-01-01,40000
245010,Xiaoheng,Kabayashi,Production,Senior Engineer,1994-04-20,9999-01-01,40000
290638,Erez,Honglei,Development,Senior Engineer,1994-04-20,9999-01-01,40000
401214,Xinyu,Stenning,Human Resources,Senior Staff,1994-04-20,9999-01-01,40000
412592,Takahiro,Luit,Development,Senior Staff,1994-04-20,9999-01-01,40000
450783,Sigeru,Turnbull,Human Resources,Senior Staff,1994-04-20,9999-01-01,40000
484997,Ravishankar,Oppitz,Development,Senior Engineer,1994-04-20,9999-01-01,40000
488018,Adamantios,Zweizig,Sales,Senior Staff,1994-04-20,9999-01-01,75933
71592,Kitty,Rusterholz,Human Resources,Senior Staff,1994-04-19,9999-01-01,40000
99097,Toshiki,Munawer,Development,Senior Engineer,1994-04-19,9999-01-01,40000
203131,Ulises,Suwa,Marketing,Senior Staff,1994-04-19,9999-01-01,78174
216583,Shir,Dehkordi,Finance,Staff,1994-04-19,9999-01-01,78543
253977,Tonny,Usdin,Production,Senior Engineer,1994-04-19,9999-01-01,40000
254788,Jouko,Merlo,Research,Senior Staff,1994-04-19,9999-01-01,53230
427488,Bingning,Norsworthy,Sales,Senior Staff,1994-04-19,9999-01-01,66775
442599,Nathan,Thombley,Quality Management,Senior Engineer,1994-04-19,9999-01-01,40000
15208,Sudharsan,Shokrollahi,Research,Senior Staff,1994-04-18,9999-01-01,44109
22596,Slavian,Wegerle,Development,Senior Engineer,1994-04-18,9999-01-01,47430
44952,Zeydy,Munoz,Production,Senior Engineer,1994-04-18,9999-01-01,54675
48488,Mong,Feldmann,Production,Senior Engineer,1994-04-18,9999-01-01,54564
62513,Gil,Bojadziev,Production,Senior Engineer,1994-04-18,9999-01-01,40000
449060,Erzsebet,Kroon,Finance,Senior Staff,1994-04-18,9999-01-01,59086
459342,Niclas,Vidal,Sales,Senior Staff,1994-04-18,9999-01-01,68473
464600,Martijn,Osgood,Development,Senior Engineer,1994-04-18,9999-01-01,56984
481886,Danai,Erdmenger,Research,Senior Staff,1994-04-18,9999-01-01,40000
487182,Pantung,Kalefeld,Development,Senior Engineer,1994-04-18,9999-01-01,59129
61179,Berni,Kaltofen,Sales,Staff,1994-04-17,9999-01-01,76765
83850,Mooi,Bugaenko,Sales,Senior Staff,1994-04-17,9999-01-01,57218
202809,Mariangiola,Anido,Development,Senior Engineer,1994-04-17,9999-01-01,40000
233194,Masaki,Taneja,Quality Management,Engineer,1994-04-17,9999-01-01,41489
243840,Jiang,Lakshmanan,Production,Senior Engineer,1994-04-17,9999-01-01,40000
261255,Sven,Michaels,Production,Technique Leader,1994-04-17,9999-01-01,48309
420684,Stein,Percebois,Sales,Senior Staff,1994-04-17,9999-01-01,48188
422673,Xiong,Miculan,Human Resources,Senior Staff,1994-04-17,9999-01-01,58194
427263,Weiyi,Pramanik,Research,Senior Staff,1994-04-17,9999-01-01,40598
427742,Yongdong,Demke,Sales,Senior Staff,1994-04-17,9999-01-01,74753
481358,Dipankar,Spell,Customer Service,Senior Staff,1994-04-17,9999-01-01,40000
494714,Shaowen,Coney,Finance,Senior Staff,1994-04-17,9999-01-01,54537
38552,Yolla,Quittner,Customer Service,Senior Staff,1994-04-16,9999-01-01,80856
49813,Sigeru,Solares,Development,Senior Engineer,1994-04-16,9999-01-01,52480
97252,Saniya,Markovitch,Quality Management,Senior Engineer,1994-04-16,9999-01-01,40000
433408,DeForest,Gerteisen,Production,Senior Engineer,1994-04-16,9999-01-01,40797
457360,Fumitaka,Rosar,Sales,Senior Staff,1994-04-16,9999-01-01,78049
31362,Bikash,Straney,Production,Senior Engineer,1994-04-15,9999-01-01,40000
53640,Toshimi,Coorg,Research,Senior Staff,1994-04-15,9999-01-01,46441
223413,Jingling,Gist,Development,Engineer,1994-04-15,9999-01-01,50239
443409,Elliott,Krybus,Development,Engineer,1994-04-15,9999-01-01,40000
18571,Xinglin,Flowers,Development,Senior Engineer,1994-04-14,9999-01-01,70621
44809,Nagui,Gill,Production,Senior Engineer,1994-04-14,9999-01-01,50369
60285,Nitsan,Coorg,Development,Senior Engineer,1994-04-14,9999-01-01,40000
83778,Premsyl,Nitto,Sales,Senior Staff,1994-04-14,9999-01-01,79320
83873,Jaihie,Bednarek,Human Resources,Senior Staff,1994-04-14,9999-01-01,57181
86321,Shiv,Vasanthakumar,Development,Engineer,1994-04-14,9999-01-01,40000
92373,Angus,Lupu,Quality Management,Senior Engineer,1994-04-14,9999-01-01,40000
97223,Zejun,Wuwongse,Research,Senior Staff,1994-04-14,9999-01-01,40000
97606,Uzi,Conti,Quality Management,Senior Engineer,1994-04-14,9999-01-01,40000
207523,Chaosheng,Picaronny,Development,Senior Engineer,1994-04-14,9999-01-01,48169
264494,Yolla,Itzfeldt,Sales,Senior Staff,1994-04-14,9999-01-01,74749
271704,Vivian,Gente,Marketing,Staff,1994-04-14,9999-01-01,40000
284156,Nechama,Ananiadou,Development,Senior Engineer,1994-04-14,9999-01-01,40000
290354,Sumali,Ramsay,Production,Senior Engineer,1994-04-14,9999-01-01,40000
400983,Itzchak,Rabehasaina,Development,Senior Engineer,1994-04-14,9999-01-01,40000
427529,Magy,Feldmann,Sales,Senior Staff,1994-04-14,9999-01-01,66700
460307,Tsuneo,Carrera,Marketing,Senior Staff,1994-04-14,9999-01-01,83904
467665,Gio,Lamma,Sales,Senior Staff,1994-04-14,9999-01-01,76942
11603,Herb,Swen,Finance,Senior Staff,1994-04-13,9999-01-01,69180
49660,Oscar,Chinin,Development,Senior Staff,1994-04-13,9999-01-01,40000
238777,Nimmagadda,Luiz,Finance,Senior Staff,1994-04-13,9999-01-01,53249
252650,Jamaludin,Pramanik,Finance,Senior Staff,1994-04-13,9999-01-01,40000
261087,Teiji,Hegner,Research,Senior Staff,1994-04-13,9999-01-01,40000
408216,Shridhar,Acton,Sales,Senior Staff,1994-04-13,9999-01-01,45810
437985,Reuven,Munke,Sales,Senior Staff,1994-04-13,9999-01-01,53517
469243,Sadegh,Rissland,Customer Service,Senior Staff,1994-04-13,9999-01-01,40000
420498,Moti,Sullins,Production,Senior Engineer,1994-04-12,9999-01-01,64269
456831,Houman,Brattka,Marketing,Senior Staff,1994-04-12,9999-01-01,68891
457744,Zorica,Benaini,Customer Service,Senior Staff,1994-04-12,9999-01-01,40000
75236,Supot,Lorin,Development,Senior Engineer,1994-04-11,9999-01-01,40000
82397,Mart,Peris,Sales,Senior Staff,1994-04-11,9999-01-01,70248
85513,Yagil,Spieker,Finance,Senior Staff,1994-04-11,9999-01-01,61957
104870,Nectarios,Peltason,Sales,Senior Staff,1994-04-11,9999-01-01,94450
202083,Kwok,Heinisuo,Research,Senior Staff,1994-04-11,9999-01-01,40000
214892,Shim,Ducloy,Human Resources,Senior Staff,1994-04-11,9999-01-01,40000
215124,Gaetan,Waschkowski,Finance,Senior Staff,1994-04-11,9999-01-01,53301
276245,Kwee,Merks,Production,Senior Engineer,1994-04-11,9999-01-01,40000
295799,Fai,Waeselynck,Finance,Senior Staff,1994-04-11,9999-01-01,62549
419770,Tadahiro,Weedman,Development,Senior Engineer,1994-04-11,9999-01-01,40000
