emp_no,first_name,last_name,to_date,dept_name
252573,Rafael,Guardalben,2000-11-18,Sales
252703,Barna,Beausoleil,9999-01-01,Sales
252749,Akhilish,Yeung,9999-01-01,Sales
252779,Mokhtar,Cromarty,2001-06-16,Sales
252825,Premsyl,Cannard,1998-10-09,Sales
252862,Shahab,Schicker,9999-01-01,Sales
252924,Kazuhisa,Bazzichi,1987-06-24,Sales
252927,Vitaly,Veeraraghavan,9999-01-01,Sales
252971,Leon,Pluym,9999-01-01,Sales
252985,Giordano,Ramsak,9999-01-01,Sales
253094,Hugh,Syrotiuk,9999-01-01,Sales
253126,Alejandro,Birta,9999-01-01,Sales
253174,Hidekazu,Henders,9999-01-01,Sales
253184,Mokhtar,Riexinger,9999-01-01,Sales
253191,Ottavia,Jahnichen,9999-01-01,Sales
253217,Subhash,Honiden,9999-01-01,Sales
253249,Breannda,Tiemann,9999-01-01,Sales
253265,Jayesh,Vakili,2000-12-01,Sales
253266,Perry,Luft,9999-01-01,Sales
253272,Amalendu,Uehara,1995-09-15,Sales
253354,Takahito,Hofman,9999-01-01,Sales
253417,Irene,Kalorkoti,9999-01-01,Sales
253465,Rayond,Munke,9999-01-01,Sales
253472,Gianluca,Kusakabe,9999-01-01,Sales
253509,Karsten,Kaminger,9999-01-01,Sales
253548,Felicidad,Malinowski,1999-10-14,Sales
253625,Leif,Pavlopoulou,9999-01-01,Sales
253632,Pohua,Bresenham,9999-01-01,Sales
253636,Yucel,Itschner,9999-01-01,Sales
253648,Tesuya,Millington,9999-01-01,Sales
253670,Sachin,Conte,9999-01-01,Sales
253683,Shaunak,Egerstedt,9999-01-01,Sales
253733,Jiang,Rissland,9999-01-01,Sales
253785,Eckart,Smailagic,9999-01-01,Sales
253848,Seongbae,Einsfeld,9999-01-01,Sales
253851,Piyush,Smailagic,9999-01-01,Sales
254003,Alenka,Haumacher,9999-01-01,Sales
254024,Richard,Ernst,9999-01-01,Sales
254064,Yishai,Baik,1999-01-12,Sales
254070,Kenroku,Marwedel,1996-08-10,Sales
254203,Rutger,Milicic,9999-01-01,Sales
254206,Tamiya,Asmuth,1998-02-24,Sales
254223,Geraldo,Vieth,9999-01-01,Sales
254247,Van,Furudate,9999-01-01,Sales
254279,Huiqun,Swen,1994-10-29,Sales
254292,Pranas,Eppinger,9999-01-01,Sales
254370,Khedija,Schwartzburd,9999-01-01,Sales
254408,Kiyokazu,Pleszkun,9999-01-01,Sales
254417,Yurii,Selvestrel,9999-01-01,Sales
254454,Uinam,Ponthieu,9999-01-01,Sales
254460,Duke,Poujol,9999-01-01,Sales
254464,Kazuhito,Matteis,9999-01-01,Sales
254706,Sedat,Detkin,9999-01-01,Sales
254772,Jaques,Marrakchi,2000-03-29,Sales
254789,Mechthild,Kropp,9999-01-01,Sales
254798,Takanari,Famili,9999-01-01,Sales
254823,Serif,Streit,9999-01-01,Sales
254869,Shaz,Thummel,1989-10-15,Sales
254882,Arunas,Bondorf,9999-01-01,Sales
254907,Zhensheng,Boyle,1994-05-06,Sales
254925,Sukumar,Kobara,1988-10-06,Sales
255021,Ashish,Crouzet,2000-11-18,Sales
255035,Reinhold,Erbe,1990-09-27,Sales
255044,Kwee,Conry,9999-01-01,Sales
255087,Gererd,Milicic,2000-12-06,Sales
255130,Mooi,Krupka,1999-11-08,Sales
255143,Jessie,Bierman,9999-01-01,Sales
255151,Rasiah,Reghbati,9999-01-01,Sales
255168,Ziva,Ananiadou,9999-01-01,Sales
255247,Taisook,Seghrouchni,1997-09-03,Sales
255308,Francesca,Gronowski,9999-01-01,Sales
255318,Uma,Thimonier,1995-07-24,Sales
255357,Siddarth,Clouatre,2001-07-07,Sales
255403,Yuqun,Goldhammer,9999-01-01,Sales
255456,Aleksandar,Tibblin,9999-01-01,Sales
255499,Dannz,Engelmann,9999-01-01,Sales
255517,Niranjan,Schade,9999-01-01,Sales
255620,Mani,Tiemann,9999-01-01,Sales
255679,Lansing,Garnick,9999-01-01,Sales
255717,Hein,Walstra,9999-01-01,Sales
255768,Yuuichi,Plavsic,9999-01-01,Sales
255773,Ingemar,Emden,1992-08-23,Sales
255815,Arlette,Jahnichen,1986-01-02,Sales
255835,Insup,Henders,1992-02-11,Sales
255844,Vishv,Bamford,1988-11-10,Sales
255858,Monique,Marzano,9999-01-01,Sales
255929,Feixiong,Bisiani,2000-02-04,Sales
255934,Mantis,Fabrizio,9999-01-01,Sales
255961,Harngdar,Kopetz,9999-01-01,Sales
255971,Xianlong,Beilner,9999-01-01,Sales
256057,Shem,Khamsi,9999-01-01,Sales
256061,Shiv,Karner,9999-01-01,Sales
256149,Tonia,Hiltgen,1990-12-09,Sales
256235,Oguz,Halevi,9999-01-01,Sales
256241,Brigham,Uludag,9999-01-01,Sales
256277,Khaled,Genther,9999-01-01,Sales
256289,Joydip,Nittel,1995-12-24,Sales
256341,Parke,Candan,9999-01-01,Sales
256461,Khedija,Muniz,9999-01-01,Sales
256466,Constantine,Brodie,9999-01-01,Sales
256521,Bangqing,Kampfer,9999-01-01,Sales
256596,Aiman,Zeilberger,1998-10-05,Sales
256637,Udi,Madeira,9999-01-01,Sales
256648,Muzhong,Binkley,9999-01-01,Sales
256657,Terresa,Baumann,9999-01-01,Sales
256663,Xiaopeng,Highland,1988-07-13,Sales
256664,Alejandra,Poupard,9999-01-01,Sales
256707,Breannda,Bain,9999-01-01,Sales
256728,Sajjan,Huxford,9999-01-01,Sales
256769,Shiv,Barbanera,9999-01-01,Sales
256772,Hiroyasu,Malinowski,9999-01-01,Sales
256792,Kerryn,Merli,9999-01-01,Sales
256852,Shir,Tanemo,9999-01-01,Sales
256862,Moheb,Juneja,1998-02-04,Sales
256866,Yolla,Marshall,1991-06-20,Sales
257051,Remzi,Norsworthy,1992-09-26,Sales
257079,Serap,Wiegley,1999-05-15,Sales
257154,Kazuhiro,Vrecion,9999-01-01,Sales
257205,Menkae,Heydon,9999-01-01,Sales
257276,Eldridge,Schonegge,1989-07-22,Sales
257300,Nimmagadda,Taubenfeld,9999-01-01,Sales
257302,Breannda,Steinauer,9999-01-01,Sales
257311,Bernardo,Cooke,1995-09-12,Sales
257360,Honglan,Otillio,9999-01-01,Sales
257435,Bangqing,Krybus,9999-01-01,Sales
257436,Arlette,Dahlbom,9999-01-01,Sales
257455,Maris,Dratva,9999-01-01,Sales
257505,Eran,Conta,9999-01-01,Sales
257597,Munir,Lueh,1988-03-01,Sales
257630,Jongsuk,Neiman,9999-01-01,Sales
257659,Danae,Kadhim,9999-01-01,Sales
257665,Keiichiro,Gide,9999-01-01,Sales
257705,Takushi,Jumpertz,9999-01-01,Sales
257915,Subir,Noriega,9999-01-01,Sales
257953,Kwangyoen,Alencar,9999-01-01,Sales
258003,Abdelghani,Rubsam,9999-01-01,Sales
258084,Juichirou,Setia,9999-01-01,Sales
258096,Shirish,Mitchem,9999-01-01,Sales
258192,Tsuneo,Wegerle,1997-09-24,Sales
258214,Sandeepan,Picaronny,9999-01-01,Sales
258240,Sushant,Clouatre,9999-01-01,Sales
258273,JoAnna,Maksimenko,9999-01-01,Sales
258295,Susanna,Rosti,1994-01-16,Sales
258371,Udi,Ciolek,9999-01-01,Sales
258385,Tsz,Vesna,9999-01-01,Sales
258389,Weiyi,Hemaspaandra,1993-05-05,Sales
258397,Diederik,Khasidashvili,9999-01-01,Sales
258487,Vidya,Vingron,9999-01-01,Sales
258491,Baziley,Vingron,1999-04-14,Sales
258496,Serap,Zultner,9999-01-01,Sales
258507,Nechama,Miculan,9999-01-01,Sales
258521,Felicidad,Pintelas,9999-01-01,Sales
258595,Sadun,Baumann,9999-01-01,Sales
258624,Dines,Swab,9999-01-01,Sales
258627,Maris,Cools,9999-01-01,Sales
258632,Fei,Slaats,9999-01-01,Sales
258671,Weijing,Delgrossi,9999-01-01,Sales
258716,Shawna,Rabehasaina,9999-01-01,Sales
258777,Manibrata,Lieberherr,1995-11-11,Sales
258796,Badri,Hofstetter,9999-01-01,Sales
258810,Ziva,Sabnani,9999-01-01,Sales
258827,Zhiguo,Pusterhofer,9999-01-01,Sales
258842,Syozo,Heiserman,2002-06-16,Sales
258850,Werner,Heuter,9999-01-01,Sales
258927,Fumiya,Kragelund,9999-01-01,Sales
258955,Serenella,Pollock,9999-01-01,Sales
258968,Gil,Pokrovskii,9999-01-01,Sales
258992,Izaskun,Marakhovsky,9999-01-01,Sales
259002,Karlis,Cummings,9999-01-01,Sales
259021,Maris,Redmiles,9999-01-01,Sales
259085,Douadi,Puppe,9999-01-01,Sales
259103,Shir,Valiente,9999-01-01,Sales
259104,Masali,Ponthieu,9999-01-01,Sales
259116,Eckart,Lunt,2001-11-07,Sales
259127,Masato,Grandbois,1990-03-18,Sales
259140,Anyuan,Samarati,9999-01-01,Sales
259150,Kiyomitsu,Majewski,9999-01-01,Sales
259160,Marsha,Badr,9999-01-01,Sales
259194,Sandeepan,Merli,9999-01-01,Sales
259241,Becky,Setiz,9999-01-01,Sales
259259,Douadi,Gist,9999-01-01,Sales
259311,Menkae,Hofstetter,9999-01-01,Sales
259313,Masadi,Aingworth,9999-01-01,Sales
259326,Sachar,Perly,9999-01-01,Sales
259414,Lena,Daescu,9999-01-01,Sales
259424,Barun,Dayana,9999-01-01,Sales
259443,Yongmin,Ramsay,9999-01-01,Sales
259467,Marit,Majewski,9999-01-01,Sales
259506,Geraldo,Scharstein,2001-09-02,Sales
259542,Heekeun,Quaggetto,9999-01-01,Sales
259609,Kristian,Prochazka,9999-01-01,Sales
259660,Kristinn,Melter,9999-01-01,Sales
259672,Chinho,Lodder,2002-04-03,Sales
259687,Richard,Ratzlaff,1998-09-29,Sales
259716,Remzi,Kolinko,9999-01-01,Sales
259731,Masaki,Flasterstein,9999-01-01,Sales
259803,Kensyu,Zielinski,9999-01-01,Sales
259859,Miomir,Hooghiemstra,1997-05-24,Sales
259863,Jovan,Siegrist,9999-01-01,Sales
259900,Taiji,Sanella,9999-01-01,Sales
259902,Elrique,Pokrovskii,2000-06-14,Sales
260011,Rosalie,Falck,9999-01-01,Sales
260018,Fumiyo,Cherinka,1993-08-24,Sales
260066,Xinan,Guenter,1996-08-14,Sales
260082,Gina,Swan,9999-01-01,Sales
260101,Dhritiman,Ghazalie,9999-01-01,Sales
260144,Fun,Baja,9999-01-01,Sales
260145,Lihong,Rajcani,9999-01-01,Sales
260331,Niteen,Matteis,9999-01-01,Sales
260388,Abdelghani,Diderrich,1998-11-14,Sales
260420,Yurii,Senzako,9999-01-01,Sales
260502,Danco,Jeong,9999-01-01,Sales
260541,Ute,Scharstein,9999-01-01,Sales
260543,Hatsukazu,Decleir,1993-12-11,Sales
260581,Gritta,Maliniak,2001-02-10,Sales
260612,Roded,Conte,9999-01-01,Sales
260700,Eishiro,Taubenfeld,9999-01-01,Sales
260727,Nalini,Billawala,9999-01-01,Sales
260895,Prasadram,Templeman,9999-01-01,Sales
260920,Irena,Highland,9999-01-01,Sales
260949,Sudharsan,Oberman,9999-01-01,Sales
260981,Reuven,Ermel,9999-01-01,Sales
261007,Yakkov,Jayawardene,9999-01-01,Sales
261030,Thodoros,Smeets,1995-07-14,Sales
261053,Uwe,Honglei,9999-01-01,Sales
261075,Chandrasekaran,Esposito,9999-01-01,Sales
261102,Chaoyi,Speckmann,9999-01-01,Sales
261127,Tremaine,Pena,9999-01-01,Sales
261136,Vishv,Joslin,9999-01-01,Sales
261172,Katsuyuki,Luit,1998-01-10,Sales
261226,Zhaofang,Baby,9999-01-01,Sales
261279,Ghassan,Sgarro,9999-01-01,Sales
261321,Aram,Eldridge,9999-01-01,Sales
261337,Deniz,Leslie,9999-01-01,Sales
261365,Feiyu,Asmuth,9999-01-01,Sales
261409,Chiradeep,Cairo,9999-01-01,Sales
261446,Erzsebet,Ligten,9999-01-01,Sales
261451,Randi,Gide,9999-01-01,Sales
261488,Vasiliy,Engelmann,1996-07-20,Sales
261526,Fumiyo,Munro,9999-01-01,Sales
261546,Sungwon,Chenney,2001-05-01,Sales
261548,Gita,Karunanithi,9999-01-01,Sales
261569,Thodoros,Albarhamtoshy,9999-01-01,Sales
261801,Van,Kinley,9999-01-01,Sales
261856,Domenico,Gente,9999-01-01,Sales
261874,Elrique,Mandelberg,9999-01-01,Sales
261894,Nechama,Versino,1989-06-18,Sales
262006,Steve,Sherertz,2000-09-15,Sales
262057,Dinah,Bojadziev,2002-02-19,Sales
262168,Youjian,Pews,9999-01-01,Sales
262216,Ennio,Auria,9999-01-01,Sales
262340,Zengping,Deverell,9999-01-01,Sales
262348,Aksel,Frezza,9999-01-01,Sales
262352,Seongbae,Reistad,2002-05-22,Sales
262368,Shir,Masamoto,9999-01-01,Sales
262428,Changho,Gerlach,9999-01-01,Sales
262506,Masamitsu,Fordan,9999-01-01,Sales
262550,Masako,Baranowski,9999-01-01,Sales
262557,Rosalie,Barriga,9999-01-01,Sales
262572,Xiaobin,Srimani,9999-01-01,Sales
262591,Vivian,Ramalingam,9999-01-01,Sales
262607,Kendra,Buchter,1993-12-16,Sales
262622,Theron,Taubman,1999-07-07,Sales
262631,Sverrir,Egerstedt,2001-10-20,Sales
262635,Marit,Syrzycki,9999-01-01,Sales
262645,Martins,Ranum,9999-01-01,Sales
262663,Fumino,Riexinger,9999-01-01,Sales
262677,Eishiro,Zumaque,9999-01-01,Sales
262687,Kamakshi,Stanger,1994-03-30,Sales
262766,Hauke,Meszaros,9999-01-01,Sales
262770,Odysseas,Kermarrec,2001-10-11,Sales
262868,Arnould,Seiwald,9999-01-01,Sales
262919,Naftali,Gist,9999-01-01,Sales
263000,Mayuko,Bale,9999-01-01,Sales
263002,Ramzi,Bernatsky,9999-01-01,Sales
263025,Idoia,Ginneken,9999-01-01,Sales
263061,Xiaobin,Jenevein,9999-01-01,Sales
263126,Berry,Hinsberger,9999-01-01,Sales
263140,Abdulla,Iisaku,9999-01-01,Sales
263142,Masaki,Linares,9999-01-01,Sales
263234,Xiaocheng,Rassart,9999-01-01,Sales
263243,Amstein,Giveon,1996-07-02,Sales
263354,Emdad,Caine,9999-01-01,Sales
263467,Sverrir,Nilsson,1997-02-09,Sales
263517,Remko,Strandh,9999-01-01,Sales
263525,Reinhard,Baek,9999-01-01,Sales
263551,KayLiang,Uhrik,9999-01-01,Sales
263569,Barun,Gips,9999-01-01,Sales
263599,Fen,VanScheik,9999-01-01,Sales
263714,Yagil,Kleiser,9999-01-01,Sales
263735,Magdalena,Siksek,9999-01-01,Sales
263868,Chinhyun,Koprowski,9999-01-01,Sales
263892,Elzbieta,Dymetman,9999-01-01,Sales
263913,Sampalli,Berstel,1999-10-24,Sales
263985,Tiina,Stifter,9999-01-01,Sales
264013,Baziley,Stifter,9999-01-01,Sales
264018,Djenana,Lorcy,1993-09-08,Sales
264019,Ulises,Barreiro,9999-01-01,Sales
264039,Oscar,Smeets,1993-06-09,Sales
264086,Aris,Deverell,9999-01-01,Sales
264125,Arnould,Thibadeau,9999-01-01,Sales
264128,Guangming,Suomi,9999-01-01,Sales
264138,Mara,Garrabrants,9999-01-01,Sales
264144,Saeed,Cronin,9999-01-01,Sales
264151,Heather,Worfolk,9999-01-01,Sales
264193,Gererd,Desikan,9999-01-01,Sales
264354,Sreekrishna,Lamparter,9999-01-01,Sales
264390,Abdelghani,Waeselynck,1992-06-20,Sales
264435,Ung,Sudkamp,1992-11-03,Sales
264494,Yolla,Itzfeldt,9999-01-01,Sales
264638,Kolar,Melter,9999-01-01,Sales
264649,Kwee,Benantar,9999-01-01,Sales
264667,Uwe,Mitsuhashi,9999-01-01,Sales
264680,Zissis,Businaro,9999-01-01,Sales
264688,Jovan,Kobara,1990-12-24,Sales
264748,Qiwen,Penttonen,9999-01-01,Sales
264760,Annemarie,Dulin,1993-10-06,Sales
264800,Ymte,Collavizza,9999-01-01,Sales
264929,Yuichiro,Esteva,2000-05-22,Sales
264951,Jagoda,Brobst,9999-01-01,Sales
264955,Souichi,Muniz,9999-01-01,Sales
265072,Udaiprakash,Marzano,1999-03-10,Sales
265134,Ulf,Ventosa,1999-12-06,Sales
265157,Narain,Aamodt,9999-01-01,Sales
265203,Debatosh,Sudkamp,9999-01-01,Sales
265268,Yoshinari,Lally,9999-01-01,Sales
265286,Inderjeet,Mahmud,9999-01-01,Sales
265293,Herbert,Hempstead,9999-01-01,Sales
265377,Vasilii,Merle,9999-01-01,Sales
265435,Aleksander,Garnham,9999-01-01,Sales
265501,Paraskevi,Cromarty,9999-01-01,Sales
265523,Koldo,Daescu,9999-01-01,Sales
265544,Pasqua,Rosiles,9999-01-01,Sales
265550,Fun,Bottner,9999-01-01,Sales
265584,Jayson,Vuskovic,9999-01-01,Sales
265595,Tooru,Levergood,9999-01-01,Sales
265626,Alagu,Pagter,9999-01-01,Sales
265635,Djelloul,Marakhovsky,9999-01-01,Sales
265676,Owen,Monarch,1992-02-24,Sales
265681,Marsal,Atrawala,9999-01-01,Sales
265720,Yucai,Otillio,9999-01-01,Sales
265733,Adly,Pelc,9999-01-01,Sales
265813,Elliott,Businaro,9999-01-01,Sales
265870,Zongyan,Lamba,9999-01-01,Sales
265903,Abdelkader,Angelov,9999-01-01,Sales
265936,Fun,Kawashimo,9999-01-01,Sales
265948,Weiru,Budinsky,9999-01-01,Sales
265979,Guoxiang,Sevcikova,9999-01-01,Sales
265981,Taegyun,Georg,1999-08-16,Sales
266012,Satosi,Vieri,9999-01-01,Sales
266017,Gift,Spelt,1998-10-17,Sales
266049,Odysseas,Delaune,9999-01-01,Sales
266147,Lalit,Krichel,2002-04-05,Sales
266173,Arie,Cannane,9999-01-01,Sales
266185,Kazuhiro,Perl,9999-01-01,Sales
266238,Sachar,Weedon,9999-01-01,Sales
266239,Henk,Schaar,1990-10-23,Sales
266243,Lech,Borovoy,9999-01-01,Sales
266261,Guenter,Luon,9999-01-01,Sales
266275,Greger,Rosch,1998-07-30,Sales
266315,Taisook,Boguraev,9999-01-01,Sales
266333,Moss,Oppitz,2002-07-02,Sales
266389,Armond,Pauthner,9999-01-01,Sales
266406,Duro,Dalton,2001-04-17,Sales
266471,Quingbo,Birke,9999-01-01,Sales
266500,Hidekazu,Brickell,9999-01-01,Sales
266542,Shim,Bail,9999-01-01,Sales
266550,Yuriy,Rouquie,9999-01-01,Sales
266615,Monique,Menhardt,9999-01-01,Sales
266647,Domenick,Moffat,9999-01-01,Sales
266828,Lobel,Curless,9999-01-01,Sales
266847,Noritoshi,Servieres,2001-05-04,Sales
266849,Gill,Asmuth,1997-04-29,Sales
266922,Koldo,Erde,9999-01-01,Sales
267094,Ymte,Kaelbling,9999-01-01,Sales
267109,Mohua,Kaminger,9999-01-01,Sales
267124,Kwangsub,Bauknecht,9999-01-01,Sales
267128,Kaijung,Angiulli,2000-07-15,Sales
267138,Alair,Auyong,1998-07-01,Sales
267170,Tzu,Cheshire,1993-03-04,Sales
267198,Przemyslawa,Casperson,9999-01-01,Sales
267257,Somnath,Sidhu,9999-01-01,Sales
267274,Munehiko,Kornyak,9999-01-01,Sales
267295,Guiseppe,Fujisaki,9999-01-01,Sales
267328,Marsja,Luders,9999-01-01,Sales
267344,Otmar,Ghemri,1997-11-24,Sales
267375,Koichi,Birdsall,9999-01-01,Sales
267393,Hironobu,Makinen,9999-01-01,Sales
267467,Billur,Ramsak,9999-01-01,Sales
267619,Zengping,Lienhardt,1991-10-27,Sales
267702,Gritta,Tzvieli,9999-01-01,Sales
267706,Miomir,Rusterholz,9999-01-01,Sales
267722,Baruch,Cangellaris,9999-01-01,Sales
267770,Vitali,Skrikant,1994-05-02,Sales
267781,Nathan,Bade,9999-01-01,Sales
267807,Weiye,Harnett,9999-01-01,Sales
267808,Yahiko,Whitcomb,1998-02-22,Sales
267854,Remko,Meszaros,9999-01-01,Sales
267870,Genevieve,Silva,9999-01-01,Sales
267923,Valter,Karnin,9999-01-01,Sales
267932,Paraskevi,Zaiane,9999-01-01,Sales
267946,Candida,Nyanchama,9999-01-01,Sales
268021,Valeri,Waymire,1997-09-28,Sales
268138,Changho,Miara,9999-01-01,Sales
268190,Paddy,Ermel,1993-05-05,Sales
268204,Nahid,Vakili,1992-07-12,Sales
268207,Nigel,Baalen,9999-01-01,Sales
268211,Sverrir,Jansch,9999-01-01,Sales
268313,Arlette,Showalter,9999-01-01,Sales
268354,Temple,Gist,1998-09-02,Sales
268355,Gregory,Petereit,9999-01-01,Sales
268398,Mircea,Zastre,1991-01-22,Sales
268480,Apostol,Kropf,1993-01-14,Sales
268620,Leszek,Kossowski,9999-01-01,Sales
268656,Gaetan,Copas,9999-01-01,Sales
268661,Mohammad,Zaccaria,1995-11-05,Sales
268667,Munir,Piazza,2000-07-07,Sales
268880,Mary,Strooper,9999-01-01,Sales
268885,Gila,Portugali,9999-01-01,Sales
268902,Arup,Krohm,2000-11-21,Sales
268922,Eishiro,Bonifati,9999-01-01,Sales
268969,Lein,Kermarrec,9999-01-01,Sales
268981,Miomir,Schusler,9999-01-01,Sales
268992,Basil,Genther,9999-01-01,Sales
269000,Tadanori,Krybus,2000-05-22,Sales
269008,Ranga,Emmart,9999-01-01,Sales
269019,Vasiliy,Mundy,1996-09-04,Sales
269029,Fan,Bouloucos,1992-06-08,Sales
269030,Aruna,Masada,9999-01-01,Sales
269109,Karlis,Goldhammer,9999-01-01,Sales
269117,Pranav,Basart,1998-01-01,Sales
269127,Poorav,Ishibashi,9999-01-01,Sales
269157,Leaf,Asrin,9999-01-01,Sales
269201,Houman,Thiran,9999-01-01,Sales
269202,Jagoda,Rahier,1996-07-10,Sales
269205,Fumitake,Junet,1992-10-18,Sales
269216,Weijing,Zweizig,9999-01-01,Sales
269237,Maik,Naudin,9999-01-01,Sales
269252,Behnaam,Schwartzbauer,9999-01-01,Sales
269268,Khatoun,Steinauer,9999-01-01,Sales
269269,Leucio,Buchter,9999-01-01,Sales
269270,Manohar,Melton,1993-03-09,Sales
269271,Boaz,Zizka,9999-01-01,Sales
269286,Sorina,Lamba,1999-10-12,Sales
269501,Udi,Delaune,9999-01-01,Sales
269570,Eben,Kermarrec,1996-05-02,Sales
269697,Candido,Weisert,1999-01-28,Sales
269705,Kensyu,Soloway,1987-10-05,Sales
269706,Berni,Wissmann,9999-01-01,Sales
269802,Gregory,Tiemann,9999-01-01,Sales
269811,Khoa,Jansch,9999-01-01,Sales
269813,Chaitali,Egerstedt,9999-01-01,Sales
269817,Shigehito,Savasere,9999-01-01,Sales
269834,Wuxu,Erde,9999-01-01,Sales
269873,Hidekazu,Danner,9999-01-01,Sales
269877,Mads,Servi,2002-08-01,Sales
269878,Premal,Oehlmann,2000-02-12,Sales
269893,Tayeb,McAlpine,9999-01-01,Sales
269913,Alain,Jervis,2001-12-12,Sales
269918,Stella,Pelc,9999-01-01,Sales
269922,Susanna,Kakkar,1992-08-04,Sales
269923,Sanjiv,Vadhan,9999-01-01,Sales
269924,Francoise,Berstel,9999-01-01,Sales
269929,Lijia,Clemencon,9999-01-01,Sales
269936,Cathie,Bratsberg,9999-01-01,Sales
269985,Mingsen,Kriebel,9999-01-01,Sales
269993,Taizo,Comte,1996-12-28,Sales
270004,Annemarie,Keirsey,2000-03-30,Sales
270039,Minghong,Ecklund,9999-01-01,Sales
270099,Krister,Rosaz,9999-01-01,Sales
270130,Kayoko,Ashish,9999-01-01,Sales
270142,Xuejun,DuBourdieux,9999-01-01,Sales
270151,Christoph,Chiodo,9999-01-01,Sales
270189,Kitty,Cronau,2001-01-19,Sales
270371,Moon,Capobianchi,1992-07-23,Sales
270383,Marsha,Boguraev,2001-08-13,Sales
270404,Gaurav,Minakawa,1994-12-08,Sales
270486,Randy,Schwabacher,1988-03-09,Sales
270527,Hinrich,Strandh,9999-01-01,Sales
270596,Uriel,Gien,2002-07-09,Sales
270695,Marit,Dahlbom,9999-01-01,Sales
270721,Margo,Luby,9999-01-01,Sales
270735,Yucai,Beausoleil,9999-01-01,Sales
270765,Stafford,Flanders,9999-01-01,Sales
270795,Domenico,Diderrich,9999-01-01,Sales
270810,Gonzalo,Braccini,9999-01-01,Sales
270838,Yurij,Jiang,9999-01-01,Sales
270849,Tamiya,Matzel,1999-03-31,Sales
270856,Claudi,Anido,2000-11-20,Sales
270877,Sariel,Iwayama,9999-01-01,Sales
270888,Dannz,Rodham,9999-01-01,Sales
270898,Arno,Tanemo,9999-01-01,Sales
271050,Takushi,Koblick,9999-01-01,Sales
271179,Jaewoo,Murrill,9999-01-01,Sales
271190,Pradeep,Genther,1994-08-29,Sales
271271,Yurii,Seghrouchni,9999-01-01,Sales
271300,Gilbert,Curless,9999-01-01,Sales
271311,Christ,Gargeya,9999-01-01,Sales
271319,Hideo,Rosin,1998-06-05,Sales
271385,Abdelwaheb,Sgarro,1990-12-04,Sales
271429,Mostafa,Gustavson,9999-01-01,Sales
271451,Bluma,Leijenhorst,9999-01-01,Sales
271480,Arumugam,Cooley,9999-01-01,Sales
271532,Bilhanan,Heering,2000-09-27,Sales
271541,Vidya,Cronau,9999-01-01,Sales
271545,Temple,Negoita,9999-01-01,Sales
271550,Mats,Menhardt,9999-01-01,Sales
271560,Mohan,Papastamatiou,2001-03-08,Sales
271630,Fai,Peac,2000-09-17,Sales
271676,Ottavia,Herath,1994-06-14,Sales
271679,Shaz,Ladret,9999-01-01,Sales
271703,Debatosh,Flowers,9999-01-01,Sales
271803,Tru,Dichev,9999-01-01,Sales
271847,Valdiodio,Takanami,2000-06-26,Sales
271867,Chenye,Aloia,1989-08-29,Sales
271976,Mary,Kuhnemann,1996-03-30,Sales
271980,Shigenori,Angel,9999-01-01,Sales
271997,Werner,Koshiba,1992-09-08,Sales
272094,Uli,Mamelak,9999-01-01,Sales
272109,Kellyn,Famili,9999-01-01,Sales
272188,Vasilii,Luck,9999-01-01,Sales
272317,Zhiguo,Luga,9999-01-01,Sales
272324,Toshiko,Feinberg,9999-01-01,Sales
272344,Mamdouh,Vesna,9999-01-01,Sales
272400,Nishit,Andreotta,1995-04-18,Sales
272418,Golgen,Versino,9999-01-01,Sales
272438,Tonia,Litecky,9999-01-01,Sales
272463,Constantijn,Ranka,1997-05-08,Sales
272538,Masoud,Hiroyama,9999-01-01,Sales
272541,Arie,Bade,9999-01-01,Sales
272544,Yefim,Malinowski,9999-01-01,Sales
272625,Hitomi,Roccetti,9999-01-01,Sales
272637,Remzi,Greibach,9999-01-01,Sales
272670,Shigeichiro,Schmittgen,9999-01-01,Sales
272681,Jaewon,Matheson,1989-05-14,Sales
272685,Emdad,Trachtenberg,9999-01-01,Sales
272726,Marsha,Eppinger,9999-01-01,Sales
272780,Neven,Lemarechal,1992-02-22,Sales
272816,Gita,Litvinov,9999-01-01,Sales
272848,Kazuhira,Silva,9999-01-01,Sales
272897,Gila,Erde,9999-01-01,Sales
272930,Sasan,Hoogerwoord,9999-01-01,Sales
272943,Temple,Gewali,9999-01-01,Sales
272947,Kirk,Basawa,9999-01-01,Sales
273015,Parviz,Blokdijk,9999-01-01,Sales
273067,Matk,Barinka,9999-01-01,Sales
273129,Sumant,Whitcomb,9999-01-01,Sales
273138,Mizuhito,Rebaine,9999-01-01,Sales
273144,Vasilii,Leivant,1995-07-03,Sales
273326,Aksel,Gulik,9999-01-01,Sales
273532,Sivanarayana,Bonifati,9999-01-01,Sales
273568,Mizuhito,Kilgore,9999-01-01,Sales
273578,Giao,Saoudi,1999-05-04,Sales
273617,Theron,Nyanchama,9999-01-01,Sales
273631,Richara,Perfilyeva,9999-01-01,Sales
273658,Jaana,Lipner,9999-01-01,Sales
273721,Kazuhisa,Wegerle,9999-01-01,Sales
273740,Youpyo,Cannata,9999-01-01,Sales
273754,Kristin,Chartres,9999-01-01,Sales
273778,Maik,Landherr,9999-01-01,Sales
273831,Kousuke,Farrar,1999-10-17,Sales
273878,Subhada,Cannard,1998-12-05,Sales
